iter	Passed	Remaining
471	898	1005
472	899	1002
473	900	999
474	901	996
475	903	994
476	905	992
477	906	989
478	907	987
479	909	985
480	910	982
481	911	979
482	912	977
483	914	974
484	915	972
485	916	969
486	918	967
487	920	965
488	921	962
489	922	960
490	923	957
491	924	954
492	925	952
493	926	949
494	927	946
495	928	943
496	929	941
497	930	938
498	931	935
499	933	933
500	935	931
501	936	928
502	937	926
503	938	923
504	939	921
505	940	918
506	941	915
507	942	913
508	943	910
509	944	907
510	945	904
511	946	902
512	948	900
513	949	897
514	950	895
515	952	893
516	953	890
517	954	887
518	955	885
519	956	883
520	957	880
521	958	877
522	960	875
523	961	873
524	964	872
525	966	870
526	967	868
527	968	865
528	969	862
529	970	860
530	971	857
531	971	855
532	972	852
533	973	849
534	974	847
535	976	844
536	981	846
537	982	843
538	984	842
539	985	839
540	986	837
541	987	834
542	988	832
543	989	829
544	990	827
545	992	824
546	994	823
547	995	821
548	996	818
549	997	816
550	998	813
551	1000	811
552	1001	809
553	1002	806
554	1003	804
555	1004	801
556	1005	799
557	1006	796
558	1007	794
559	1010	793
560	1011	791
561	1012	789
562	1013	786
563	1014	784
564	1015	781
565	1016	779
566	1016	776
567	1018	774
568	1018	771
569	1019	769
570	1020	766
571	1021	764
572	1024	763
573	1025	760
574	1025	758
575	1026	755
576	1027	753
577	1028	751
578	1029	748
579	1030	746
580	1031	744
581	1032	741
582	1033	739
583	1034	737
584	1035	734
585	1038	733
586	1039	731
587	1040	729
588	1041	727
589	1043	724
590	1044	723
591	1046	720
592	1047	718
593	1049	717
594	1051	715
595	1053	714
596	1055	712
597	1057	711
598	1059	709
599	1061	707
600	1063	705
601	1067	705
602	1069	703
603	1070	702
604	1072	700
605	1073	698
606	1075	696
607	1077	694
608	1078	692
609	1082	692
610	1088	692
611	1090	691
612	1091	689
613	1092	687
614	1094	685
615	1098	684
616	1101	683
617	1103	681
618	1105	680
619	1109	679
620	1110	677
621	1111	675
622	1113	673
623	1114	671
624	1115	669
625	1117	667
626	1118	665
627	1126	667
628	1127	665
629	1128	663
630	1130	660
631	1131	658
632	1132	656
633	1133	654
634	1134	652
635	1135	649
636	1136	647
637	1138	646
638	1140	644
639	1141	642
640	1142	639
641	1143	637
642	1144	635
643	1145	633
644	1146	631
645	1147	629
646	1148	626
647	1150	624
648	1151	622
649	1153	620
650	1154	618
651	1155	616
652	1156	614
653	1157	612
654	1158	610
655	1159	608
656	1160	605
657	1161	603
658	1162	601
659	1163	599
660	1164	597
661	1165	595
662	1169	594
663	1170	592
664	1171	590
665	1172	588
666	1174	586
667	1175	584
668	1176	582
669	1177	579
670	1178	577
671	1179	575
672	1180	573
673	1182	572
674	1184	570
675	1185	568
676	1186	566
677	1187	564
678	1188	561
679	1189	559
680	1190	557
681	1191	555
682	1192	553
683	1193	551
684	1194	549
685	1195	547
686	1197	545
687	1199	543
688	1200	541
689	1201	539
690	1202	537
691	1203	535
692	1204	533
693	1205	531
694	1207	529
695	1208	527
696	1209	525
697	1210	523
698	1211	521
699	1213	519
700	1214	517
701	1215	515
702	1216	513
703	1217	511
704	1218	509
705	1220	508
706	1221	506
707	1223	504
708	1224	502
709	1225	500
710	1227	498
711	1229	497
712	1230	495
713	1231	493
714	1232	491
715	1233	489
716	1234	487
717	1235	485
718	1236	483
719	1238	481
720	1239	479
721	1240	477
722	1240	475
723	1243	473
724	1244	472
725	1245	470
726	1246	468
727	1247	466
728	1248	464
729	1249	462
730	1250	460
731	1251	458
732	1252	456
733	1253	454
734	1254	452
735	1255	450
736	1257	448
737	1259	446
738	1260	445
739	1261	443
740	1262	441
741	1264	439
742	1265	437
743	1266	435
744	1267	433
745	1268	431
746	1269	429
747	1270	427
748	1271	426
749	1273	424
750	1275	422
751	1276	420
752	1277	418
753	1278	417
754	1279	415
755	1280	413
756	1281	411
757	1282	409
758	1283	407
759	1284	405
760	1285	403
761	1286	401
762	1289	400
763	1290	398
764	1291	396
765	1292	394
766	1293	392
767	1294	391
768	1295	389
769	1296	387
770	1297	385
771	1298	383
772	1299	381
773	1300	379
774	1301	377
775	1303	376
776	1304	374
777	1305	372
778	1306	370
779	1307	368
780	1309	367
781	1310	365
782	1311	363
783	1312	361
784	1313	359
785	1314	357
786	1315	356
787	1317	354
788	1319	352
789	1320	351
790	1321	349
791	1322	347
792	1323	345
793	1324	343
794	1325	341
795	1326	340
796	1327	338
797	1329	336
798	1330	334
799	1332	333
800	1334	331
801	1335	329
802	1336	327
803	1337	326
804	1338	324
805	1340	322
806	1343	321
807	1344	319
808	1345	317
809	1347	316
810	1349	314
811	1350	312
812	1351	310
813	1352	309
814	1353	307
815	1355	305
816	1356	303
817	1357	301
818	1358	300
819	1359	298
820	1360	296
821	1362	295
822	1365	293
823	1366	291
824	1367	290
825	1368	288
826	1369	286
827	1370	284
828	1371	282
829	1372	281
830	1373	279
831	1374	277
832	1375	275
833	1377	274
834	1378	272
835	1379	270
836	1380	268
837	1383	267
838	1384	265
839	1385	263
840	1387	262
841	1388	260
842	1389	258
843	1390	257
844	1393	255
845	1394	253
846	1396	252
847	1397	250
848	1398	248
849	1399	247
850	1401	245
851	1402	243
852	1403	241
853	1405	240
854	1409	238
855	1410	237
856	1412	235
857	1413	234
858	1415	232
859	1416	230
860	1418	229
861	1422	227
862	1424	226
863	1426	224
864	1427	222
865	1429	221
866	1430	219
867	1431	217
868	1432	215
869	1434	214
870	1438	212
871	1439	211
872	1440	209
873	1441	207
874	1443	206
875	1444	204
876	1446	202
877	1447	201
878	1448	199
879	1454	198
880	1456	196
881	1458	195
882	1461	193
883	1463	192
884	1466	190
885	1469	189
886	1471	187
887	1472	185
888	1474	184
889	1475	182
890	1476	180
891	1478	179
892	1479	177
893	1482	175
894	1484	174
895	1485	172
896	1487	170
897	1488	169
898	1490	167
899	1491	165
900	1493	164
901	1494	162
902	1497	160
903	1499	159
904	1501	157
905	1502	155
906	1504	154
907	1505	152
908	1507	150
909	1508	149
910	1510	147
911	1514	146
912	1515	144
913	1516	142
914	1518	141
915	1519	139
916	1521	137
917	1522	135
918	1523	134
919	1525	132
920	1527	130
921	1528	129
922	1530	127
923	1531	125
924	1533	124
925	1534	122
926	1536	120
927	1537	119
928	1538	117
929	1541	116
930	1543	114
931	1545	112
932	1546	111
933	1548	109
934	1549	107
935	1550	106
936	1552	104
937	1553	102
938	1556	101
939	1558	99
940	1559	97
941	1561	96
942	1562	94
943	1563	92
944	1565	91
945	1566	89
946	1567	87
947	1571	86
948	1573	84
949	1575	82
950	1576	81
951	1578	79
952	1580	77
953	1583	76
954	1588	74
955	1590	73
956	1591	71
957	1592	69
958	1594	68
959	1595	66
960	1596	64
961	1598	63
962	1599	61
963	1601	59
964	1603	58
965	1604	56
966	1605	54
967	1607	53
968	1608	51
969	1609	49
970	1611	48
971	1612	46
972	1613	44
973	1616	43
974	1617	41
975	1618	39
976	1620	38
977	1621	36
978	1622	34
979	1624	33
980	1625	31
981	1627	29
982	1628	28
983	1631	26
984	1633	24
985	1634	23
986	1635	21
987	1637	19
988	1639	18
989	1640	16
990	1641	14
991	1643	13
992	1646	11
993	1647	9
994	1649	8
995	1650	6
996	1652	4
997	1653	3
998	1654	1
999	1656	0
